issabaa#sis sais bisas;bissa;isbas baisas;baissa;basais abaissa
nosdaia#nos;son dons sonda adonis;aidons;danois;sondai anodisa
nosiead#nos;son ions;soin noies;noise oasien anodise;danoise
iorndra#roi noir;orin nordi;rondi nordir;rondir anordir;arrondi;nordira;rondira
orsinda#ors rois;rosi;soir irons;noirs;orins;rions dirons;nordis;ridons;rondis anordis;radions
ortinda#rot trio iront;rotin diront;nordit;rondit anordit;tondrai
rsuonae#rus;sur ours ruons aurons;rouans anoures;enrouas;noueras;renouas
rsuinea#rus;sur suri surin ruines;surine;urines;usiner anuries;nuerais;saunier;saurien;uranies;usinera
ostriea#sot rots;sort;tors rosit;sorti;trios;trois orties;sirote;sortie;toiser;tories aoriste;oserait;otaries;toisera
irtetoa#rit;tir;tri rite;tire;trie tiret;titre tertio aortite
irspeaa#ris;sir pris pires;pries;prise;ripes;spire aspire;paires;paries;parsie;repais apaiser;paieras;saperai
aptéela#pat péta;tapé épate;étape;tapée pétale;platée apétale
prueaia#pur peur;puer;pure;repu apure;parue;puera puerai apeurai
rsupeaa#rus;sur purs peurs;pures;repus;sprue;super apures;parues;pauser;pueras;sapeur apeuras;pausera
erurape#rue;ure ruer ruera apurer;pareur;parure;reparu apeurer;reparue
rsupeea#rus;sur purs peurs;pures;repus;sprue;super peseur;repues apeures;pareuse
suérepa#sué;usé rués;rusé ruées;rusée;urées épures;purées apeurés;apurées;épeuras
epsonha#sep opes;peso;pose nopes;opens;peson phones aphones
aprinla#par pair;pari;pria;ripa rapin pralin aplanir;pralina
apsnlia#pas pans plans alpins;lapins;plains;spinal aplanis;plainas;planais
aptlnia#pat plat plant pilant;plaint;pliant aplanit;palatin;planait;plantai;platina
ipsleaa#pis;psi plis;slip piles;plies lipase;pelais;plaies;plaise aplasie
irtpala#rit;tir;tri prit;trip parti;tapir tripla aplatir;parlait;partial;raplati
orspiea#ors pros sirop espoir;poires;proies apories;poserai;reposai
pstoaia#pst pots;spot;stop;tops optas;posta;topas opiats;optais;patios;patois;posait;postai;topais apostai;patoisa
ostrpea#sot rots;sort;tors ports;sport portes;poster;presto;protes;tropes aposter;opteras;postera;protase;toperas
ostspea#sot sots spots;stops postes apostes;optasse;potasse;topasse
optezsa#pot;top opte;pote;tope optez;topez postez apostez;topazes
eirppaa#ire;rie pire;prie;ripe piper papier;pipera appaire;apparie
eirppaa#ire;rie pire;prie;ripe piper papier;pipera appaire;apparie
epsapla#sep aspe;pesa;sape papes appels;palpes appelas;papales
arétepp#réa raté;taré ratée;tarée épater;pétera;retapé appéter
orspeap#ors pros pores;poser;prose;repos;spore posera;reposa apposer
irspape#ris;sir pris pairs;paris;parsi;prias;prisa;ripas appris apprise;papiers;piperas
artpeès#art;rat part;rapt parte;pater;taper aptère;arpète;patère aptères;arpètes;patères
suérepa#sué;usé rués;rusé ruées;rusée;urées épures;purées apeurés;apurées;épeuras
erurapa#rue;ure ruer ruera apurer;pareur;parure;reparu apurera
irsbaaa#ris;sir bris abris;brais;brisa;sabir braisa;brasai;rabais abrasai;arabisa
irsebaa#ris;sir ires;reis;ries;sire biser;bries;brise;sbire baiser;bisera;braies;braise arabise;baieras;baisera;baserai
arselba#ars;ras ares;rase;sera laser;saler blaser;labres;sabler arables;blasera;sablera
irseraa#ris;sir ires;reis;ries;sire rires ariser;arrise;errais;serrai;sierra aireras;araires;arisera;raieras;raserai
arémnea#réa armé;ramé marné émaner;marnée;ramené araméen;émanera
orsanma#ors rosa ornas;sonar armons;ramons;romans aramons;ramonas
irtsaaa#rit;tir;tri tirs;tris sitar;stria;taris;tiras;trais;trias rasait;ratais;tairas;tarais arasait
astrana#tas arts;rats;star;tsar rasta;ratas;taras rasant arasant
estrana#est;set;tes rets;sert aster;astre;rates;resta;tares;tarse;tersa antres;entras;estran;rasent;rentas;transe arasent;rasante;sataner
arseraa#ars;ras ares;rase;sera erras;rares;raser;serra araser;rasera arasera
arsezia#ars;ras ares;rase;sera rasez arisez;rasiez arasiez
irtarba#rit;tir;tri tari;tira;tria tarir barrit arbitra;barrait
irterab#rit;tir;tri rite;tire;trie terri;tirer;trier errait;ratier;retira;terrai;tirera;traire;triera abriter;arbitre
irtéabr#rit;tir;tri tiré;trié étira;itéra;réait abrité arbitré
airrbao#air;ira;rai;ria rira barri barrai;braira arborai
orserab#ors ores;oser;rose;sore roser arrose;rosera arbores;arrobes;brasero;roberas
rsuoeba#rus;sur ours euros;ourse;roues;soeur bourse arbouse
stureba#sut;tus ruts suret brutes;rebuts;turbes arbuste;buteras;rebutas;tuberas
arsedca#ars;ras ares;rase;sera darse;rades;sarde cadres;cardes;darces arcades
arscnea#ars;ras arcs;cars crans ancres;carnes;cernas;cranes;encras;nacres;rances arcanes;caneras;caserna;rasance
essraca#ses sers rases;seras casser;crases;crasse;ressac;sacres;scares arcasse;caressa;caseras;cassera;recasas
eréncah#rée rené cerné;encré ancrée;carnée;cranée;nacrée archéen;écharne
arserhc#ars;ras ares;rase;sera erras;rares;raser;serra arrhes archers;cherras
estrach#est;set;tes rets;sert aster;astre;rates;resta;tares;tarse;tersa cartes;castre;sacret;traces archets;chartes
arvihac#var ravi;riva;vair;vira;vrai havir havira archiva;avachir;chavira
erviach#ver ivre;rive;vire ravie;varie;vraie crevai;varice archive;chavire
rsuerca#rus;sur rues;ruse;suer;sure;ures;user ruser recrus;sucrer arcures;curares;cureras;sucrera
enterda#net ente enter;entre;rente;terne redent;retend;tender;tendre ardente
estrand#est;set;tes rets;sert aster;astre;rates;resta;tares;tarse;tersa antres;entras;estran;rasent;rentas;transe ardents;tendras
rsuerad#rus;sur rues;ruse;suer;sure;ures;user ruser raseur;rueras;rusera;saurer ardeurs;dureras
orsidaa#ors rois;rosi;soir doris dorais;radios;rodais adorais;ardoisa
orsieda#ors rois;rosi;soir osier;rosie;seoir redois;roides ardoise;doserai;ioderas
osérdai#osé éros;rosé dorés;rodés adorés;érodas ardoisé;érodais
eréslao#rée rées léser;réels aléser;lésera;réales;resalé aréoles
artenga#art;rat rate;tare antre;entra;renta argent;ganter;garent;grenat;ragent argenta;gantera;garante;rageant
artenge#art;rat rate;tare antre;entra;renta argent;ganter;garent;grenat;ragent argente
enétrga#née enté entré;réent;renté gréent;régent agréent;argenté;égarent;étrange;gérante;régenta;renégat
estrang#est;set;tes rets;sert aster;astre;rates;resta;tares;tarse;tersa antres;entras;estran;rasent;rentas;transe argents;grenats;stagner
irselag#ris;sir ires;reis;ries;sire relis;riels lieras;lisera;relais;relias;resali agriles;argiles;glaires;glaiser
rsuiaag#rus;sur suri ruais;rusai;sauri aurais;saurai arguais;raguais
suérage#sué;usé rués;rusé sauré argués;ragués arguées;guéeras;raguées
rtuenga#rut tuer ruent;tuner;turne urgent arguent;raguent;tanguer
erurgaa#rue;ure ruer urger arguer;rageur;raguer;urgera arguera;raguera
eirnane#ire;rie nier;rein;rien arien;niera;raine;renia narine arienne
irtetae#rit;tir;tri rite;tire;trie tiret;titre attire;traite ariette
arselli#ars;ras ares;rase;sera laser;saler allers arilles;railles;rallies
irtsaia#rit;tir;tri tirs;tris sitar;stria;taris;tiras;trais;trias striai;tirais;triais arisait;tairais
irtsnaa#rit;tir;tri tirs;tris trins instar;nitras;riants;tarins;trains;transi arisant;artisan;ratinas
irtsnea#rit;tir;tri tirs;tris trins nitres;retins;sentir;ternis;trines arisent;entrais;ratines;rentais;riantes;satiner;sentira;taniser;tarsien;transie;tsarine
irseraa#ris;sir ires;reis;ries;sire rires ariser;arrise;errais;serrai;sierra aireras;araires;arisera;raieras;raserai
orssani#ors sors rosas;rossa;saros rasons;sonars arisons;raisons;rasions
essrama#ses sers rases;seras masers;masser amasser;armasse;massera;ramasse;samares
mtâeras#mât mâte mâter mâtera armâtes;mâteras;ramâtes;ratâmes;tarâmes
eirrmaa#ire;rie rire mirer;rimer amerri;arrime;marier;marrie;mirera;ramier;rimera armerai;mariera;ramerai;remaria
arserma#ars;ras ares;rase;sera erras;rares;raser;serra marres amarres;armeras;rameras
emrazre#mer;rem amer;arme;mare;rame armez;ramez marrez armerez;ramerez
rsumeea#rus;sur murs meurs;mures;muser mesure;meures;remues;semeur armeuse;rameuse
orsinma#ors rois;rosi;soir irons;noirs;orins;rions mirons;rimons armions;manoirs;marions;minoras;ramions;romains;romanis
eirrmoa#ire;rie rire mirer;rimer moirer armoire;armorie;moirera
orsimea#ors rois;rosi;soir miros moires;moiser;semoir armoise;maories;moisera;ormaies
airrmao#air;ira;rai;ria rira marri arrima;marrai armoria
eirrmoa#ire;rie rire mirer;rimer moirer armoire;armorie;moirera
rsueram#rus;sur rues;ruse;suer;sure;ures;user ruser raseur;rueras;rusera;saurer armures;mureras;rameurs;ramures
irscnaa#ris;sir cris crins cairns;crains;rancis ancrais;arnicas;canaris;cranais;nacrais;racinas;ricanas
orsenda#ors ores;oser;rose;sore ornes endors;rondes;sonder arondes;sondera
artpena#art;rat part;rapt parte;pater;taper arpent;parent arpenta
enterpa#net ente enter;entre;rente;terne repent arpente;parente;paterne
astrpen#tas arts;rats;star;tsar parts;rapts;spart;sprat partes;sparte arpents;parents
artpeès#art;rat part;rapt parte;pater;taper aptère;arpète;patère aptères;arpètes;patères
orspina#ors pros sirop orpins;prions;prison;ripons arpions;parions;soprani
rsuiaqa#rus;sur suri ruais;rusai;sauri risqua arquais;raquais
suéraqe#sué;usé rués;rusé sauré arqués;raqués arquées;raquées;reséqua
rtueaqn#rut tuer autre;taure;tuera;urate quarte;quater;quatre;taquer;traque arquent;raquent
eruraqa#rue;ure ruer ruera arquer;quarre;raquer arquera;raquera
eruzaqi#rue;ure ruez aurez;azure arquez;raquez arquiez;raquiez
gréaarn#gré garé;géra;gréa;ragé agréa;égara ragréa arrangé
arterna#art;rat rate;tare rater;tarer;terra errant;rentra arrenta;ranatre
enterra#net ente enter;entre;rente;terne entrer;errent;renter;rentre arrente;enterra;entrera;errante;rentera
irtaraê#rit;tir;tri tari;tira;tria tarir tarira;traira arrêtai
airrmai#air;ira;rai;ria rira marri arrima;marrai arrimai
irsarma#ris;sir airs;iras;rais;rias;sari riras marris arrimas;marrais
aerrmri#are erra;rare armer;marre;ramer marrer amerrir;arrimer
irsarme#ris;sir airs;iras;rais;rias;sari riras marris amerris;arrimes;marries;mireras;ramiers;rimeras;simarre
emrazri#mer;rem amer;arme;mare;rame armez;ramez marrez arrimez;marriez
irsaria#ris;sir airs;iras;rais;rias;sari riras rirais arrisai
irserar#ris;sir ires;reis;ries;sire rires ariser;arrise;errais;serrai;sierra arriser
arsezir#ars;ras ares;rase;sera rasez arisez;rasiez arrisez
arvirai#var ravi;riva;vair;vira;vrai ravir arriva;ravira arrivai;ravirai
asvriar#vas vars ravis;rivas;vairs;viras;vrais ravisa;varias arrivas;raviras
irtaâvr#rit;tir;tri tari;tira;tria airât variât arrivât
ervirar#ver ivre;rive;vire river;virer arrive;ravier;revira;rivera;varier;verrai;virera arriver
ervsira#ver vers ivres;revis;rives;servi;vires;viser servir arrives;raviers;raviser;reviras;riveras;servira;verrais;vireras
isvérar#vis sévi;visé rivés;sévir;virés ravisé;révisa;sévira;vairés;variés arrivés
orserab#ors ores;oser;rose;sore roser arrose;rosera arbores;arrobes;brasero;roberas
erérgao#rée erré;réer gérer;gréer agréer;égarer;gérera;ragrée;regréa arrogée
iorndra#roi noir;orin nordi;rondi nordir;rondir anordir;arrondi;nordira;rondira
orserar#ors ores;oser;rose;sore roser arrose;rosera arroser
orssera#ors sors essor;roses;rosse;sores rosser arroses;roseras;rossera
orseraz#ors ores;oser;rose;sore roser arrose;rosera arrosez
arselan#ars;ras ares;rase;sera laser;saler resala;salera arsenal
irsenca#ris;sir ires;reis;ries;sire reins;riens;serin rinces arsenic;cernais;enciras;encrais;racines;rancies;ricanes
arterès#art;rat rate;tare rater;tarer;terra artère artères
irtelac#rit;tir;tri rite;tire;trie liter;litre;relit aliter;altier;latrie;litera article;clairet
irtsnaa#rit;tir;tri tirs;tris trins instar;nitras;riants;tarins;trains;transi arisant;artisan;ratinas
irtetsa#rit;tir;tri rite;tire;trie tiret;titre sertit;tirets;titres;triste artiste;attires;attiser;restait;tersait;traites
estsabe#est;set;tes sets stase;tasse basset;bastes asbeste
estsica#est;set;tes sets sites;tises;tisse cistes ascites;cessait;citasse
ilseaai#ils;lis;sil lies;lise ailes;alise;asile;laies;salie alaise asialie
ansinei#ans anis;nais;nias;sain nains;ninas insane;naines asinien
psteaca#pst sept aptes;pesta;tapes aspect;captes;pactes aspecta
epsétac#sep pesé pesté épates;étapes;pétase;tapées aspecté;captées;épactes
epsrage#sep pers;reps espar;pares;repas;saper pagres asperge
présaeg#pré prés épars;parés éparse;espéra;parées;sépare aspergé;présage
irspaia#ris;sir pris pairs;paris;parsi;prias;prisa;ripas priais;prisai;ripais aspirai;pariais
irtpâsa#rit;tir;tri prit;trip pâtir;priât;ripât prisât aspirât;pâtiras
présiea#pré prés épris;péris;priés;prisé;ripés éprise;priées;prisée;ripées;spirée aspirée;épieras;espérai;parésie;pariées
irserpa#ris;sir ires;reis;ries;sire rires priser;repris aspirer;pierras;praires;prieras;prisera;reprisa;respira;riperas
issrepa#sis sirs risse;sires pisser;prises;prisse;spires aspires;parsies;pissera;pressai;priasse;ripasse
astisag#tas asti;sait;tais;tisa assit;astis;tisas;tissa tassai assagit
essniaa#ses sens seins;siens anises;naisse;niasse;saines;sanies assenai
nséatsâ#nés ansé santé;séant;sénat santés;séants;sénats assénât
orssiea#ors sors rosis;soirs osiers;rosies asseoir;essorai;oserais;rassoie
isvesra#vis ives;vies;vise vises;visse servis;visser asservi;ravises;ravisse;revissa;rivasse;servais;sevrais;versais;virasse;viseras;vissera
essniga#ses sens seins;siens gneiss;seings;signes;singes assigne;saignes;singeas
nséigsa#nés niés ignés;signé;singé signés;singés assigné;saignés
astissa#tas asti;sait;tais;tisa assit;astis;tisas;tissa tissas assista;sassait;tassais
estsisa#est;set;tes sets sites;tises;tisse tisses assiste;tisasse
estsasî#est;set;tes sets stase;tasse stases;tasses assîtes
orsseal#ors sors essor;roses;rosse;sores essora;oseras assoler
orssena#ors sors essor;roses;rosse;sores serons assoner;ornasse
ostsria#sot sots sorts sortis assorti;rassoit;rossait;sirotas;sortais
suésmea#sué;usé sués;usés mussé émusse;mésuse;musées;mussée amusées;assumée
ssurema#sus surs ruses;russe;sures musser assumer;masseur;masures;mausers;mesuras;murasse;museras;mussera;sursema
ssuesma#sus sues;uses susse musses assumes;massues;muasses;musasse
suésrea#sué;usé sués;usés rusés ressué;rusées assurée;saurées
ssurear#sus surs ruses;russe;sures assure;ressua;ruasse;saures;sueras;useras assurer;raseurs;rassure;ruseras
ssuesra#sus sues;uses susse russes assures;ressuas;ruasses;rusasse;sasseur
esuzras#eus;sue;use suez;usez rusez azures;saurez assurez
estsiaa#est;set;tes sets sites;tises;tisse taises astasie
stéirea#tés tisé strié;tirés;triés étiers;étires;striée;tirées;triées astérie
stuaqia#sut;tus saut;tuas squat tiquas astiqua;saquait;taquais
estrala#est;set;tes rets;sert aster;astre;rates;resta;tares;tarse;tersa artels;ratels alertas;astrale;relatas;taleras;tarsale
estixaa#est;set;tes site;tise sixte exista;taxies ataxies
irtelae#rit;tir;tri rite;tire;trie liter;litre;relit aliter;altier;latrie;litera atelier
anttela#tan tant natte;tante;tenta latent;talent atlante;tantale
ostmeia#sot mots omets;tomes mitose;moites;somite amitose;atomise;matoise
ostnala#sot sont;tons notas;osant;taons talons;tonals atonals
ostniea#sot sont;tons oints;tison ointes;soient;tonies atonies;osaient
ostreca#sot rots;sort;tors rotes;sorte;store;torse corset;rectos atroces;corseta;coteras;croates;escorta
entitsa#net tien teint;tient;tinte sentit;teints;tintes;tisent atteins;sentait;taisent;teintas;tentais;titanes
entitat#net tien teint;tient;tinte entait;teinta;tenait;tentai;titane atteint;tentait
anttede#tan tant natte;tante;tenta attend;datent attende;endetta
esttand#est;set;tes test testa nattes;tantes;tentas attends
artetra#art;rat rate;tare taret;tarte tartre atterra;tartare
irtetra#rit;tir;tri rite;tire;trie tiret;titre territ;titrer atterri;attirer;retrait;terrait;titrera;traiter
irtetfa#rit;tir;tri rite;tire;trie tiret;titre fritte attifer;frettai
irtetag#rit;tir;tri rite;tire;trie tiret;titre attire;traite attiger;titrage
aittria#ait tait tarit;tarti;titra;trait tirait;titrai;triait attirai;tairait;traitai
aittrsa#ait tait tarit;tarti;titra;trait tartis;titras;traits attiras;traitas
irtétea#rit;tir;tri tiré;trié titré titrée attirée;téterai;traitée
irtetra#rit;tir;tri rite;tire;trie tiret;titre territ;titrer atterri;attirer;retrait;terrait;titrera;traiter
irtetsa#rit;tir;tri rite;tire;trie tiret;titre sertit;tirets;titres;triste artiste;attires;attiser;restait;tersait;traites
irtétsa#rit;tir;tri tiré;trié titré titrés attirés;stérait;traités
astiita#tas asti;sait;tais;tisa tisai tisait attisai;taisait
astisat#tas asti;sait;tais;tisa assit;astis;tisas;tissa tassai attisas;tassait
irtetsa#rit;tir;tri rite;tire;trie tiret;titre sertit;tirets;titres;triste artiste;attires;attiser;restait;tersait;traites
estizat#est;set;tes site;tise tisez taisez;zestai attisez;zestait
aittrta#ait tait tarit;tarti;titra;trait tartit attitra;attrait
aittrta#ait tait tarit;tarti;titra;trait tartit attitra;attrait
artetpa#art;rat rate;tare taret;tarte patter attrape;pattera
esubada#eus;sue;use bues;buse abuse;aubes daubes aubades
rsuebaè#rus;sur rues;ruse;suer;sure;ures;user beurs;bures;suber abuser aubères
erugabe#rue;ure grue;urge argue;rague;urgea baguer;bauger auberge
esuagut#eus;sue;use seau auges;sauge;suage;usage gueusa auguste
ruéolea#rué roué louré;ourlé;roulé lourée;ourlée;reloué;roulée auréole
rsuieag#rus;sur suri sieur saurie;suaire;suerai;userai auriges;sarigue
